"cluster" "jaccard" "cohort"
"H_3" 0.257510729613734 "H"
"H_4" 0.286527514231499 "H"
"H_4" 0.257352941176471 "H"
"H_4" 0.24188790560472 "H"
"H_4" 0.237096774193548 "H"
"H_4" 0.236879432624113 "H"
"H_5" 0.240384615384615 "H"
"H_5" 0.212460063897764 "H"
"H_5" 0.206429780033841 "H"
"H_5" 0.191798941798942 "H"
"H_5" 0.189393939393939 "H"
"H_6" 0.285191956124314 "H"
"H_6" 0.257575757575758 "H"
"H_6" 0.257352941176471 "H"
"H_6" 0.247334754797441 "H"
"H_6" 0.244541484716157 "H"
"H_7" 0.2234375 "H"
"H_7" 0.214793741109531 "H"
"H_7" 0.207001522070015 "H"
"H_7" 0.20280612244898 "H"
"H_7" 0.183098591549296 "H"
"H_8" 0.355795148247978 "H"
"H_8" 0.320375335120643 "H"
"H_8" 0.2960373 "H"
"H_8" 0.287698412698413 "H"
"H_8" 0.275053304904051 "H"
"H_9" 0.272865853658536 "H"
"H_9" 0.257668711656442 "H"
"H_9" 0.231754161331626 "H"
"H_9" 0.214884696016771 "H"
"H_9" 0.203732503888025 "H"
"I_0" 0.1071429 "I"
"I_0" 0.0793650793650794 "I"
"I_0" 0.07142857 "I"
"I_0" 0.0675675675675676 "I"
"I_0" 0.0634920634920635 "I"
"I_1" 0.501877346683354 "I"
"I_1" 0.487623762376238 "I"
"I_1" 0.424885321100917 "I"
"I_1" 0.415544675642595 "I"
"I_1" 0.413031474323578 "I"
"I_10" 0.465897166841553 "I"
"I_10" 0.433547204399633 "I"
"I_10" 0.351299326275265 "I"
"I_10" 0.328140214216164 "I"
"I_10" 0.306599832915622 "I"
"I_11" 0.398813056379822 "I"
"I_11" 0.386376981796829 "I"
"I_11" 0.348781937017231 "I"
"I_11" 0.346938775510204 "I"
"I_11" 0.336576989124213 "I"
"I_12" 0.327433628318584 "I"
"I_12" 0.110778443113772 "I"
"I_12" 0.0476190476190476 "I"
"I_12" 0.0445859872611465 "I"
"I_12" 0.0441176470588235 "I"
"I_13" 0.385912101143889 "I"
"I_13" 0.37180249851279 "I"
"I_13" 0.363221016561964 "I"
"I_13" 0.342607746863066 "I"
"I_13" 0.325553560742071 "I"
"I_14" 0.447945205479452 "I"
"I_14" 0.435073627844712 "I"
"I_14" 0.363256784968685 "I"
"I_14" 0.331983805668016 "I"
"I_14" 0.330977620730271 "I"
"I_15" 0.540119760479042 "I"
"I_15" 0.490445859872611 "I"
"I_15" 0.409975669099757 "I"
"I_15" 0.401701323251418 "I"
"I_15" 0.354148082069581 "I"
"I_16" 0.543636363636363 "I"
"I_16" 0.514312096029547 "I"
"I_16" 0.450626959247649 "I"
"I_16" 0.4253222 "I"
"I_16" 0.357603686635945 "I"
"I_17" 0.509375 "I"
"I_17" 0.5072 "I"
"I_17" 0.271428571428571 "I"
"I_17" 0.2692308 "I"
"I_17" 0.263973063973064 "I"
"I_18" 0.290360046457607 "I"
"I_18" 0.285161290322581 "I"
"I_18" 0.277173913043478 "I"
"I_18" 0.266579973992198 "I"
"I_18" 0.235824742268041 "I"
"I_19" 0.471647765176784 "I"
"I_19" 0.437065148640101 "I"
"I_19" 0.421201413427562 "I"
"I_19" 0.401799100449775 "I"
"I_19" 0.391271056661562 "I"
"I_2" 0.394160583941606 "I"
"I_2" 0.380809595202399 "I"
"I_2" 0.379943502824859 "I"
"I_2" 0.358490566037736 "I"
"I_2" 0.298454221165279 "I"
"I_20" 0.246203405430281 "I"
"I_20" 0.242755604155276 "I"
"I_20" 0.222458754656732 "I"
"I_20" 0.218228498074454 "I"
"I_20" 0.200985761226725 "I"
"I_21" 0.337767923133777 "I"
"I_21" 0.31420161883738 "I"
"I_21" 0.257184966838615 "I"
"I_21" 0.251127819548872 "I"
"I_21" 0.250366032210834 "I"
"I_22" 0.527624309392265 "I"
"I_22" 0.48771021992238 "I"
"I_22" 0.300680272108844 "I"
"I_22" 0.2399666 "I"
"I_22" 0.21625 "I"
"I_23" 0.244573082489146 "I"
"I_23" 0.243466299862448 "I"
"I_23" 0.177446102819237 "I"
"I_23" 0.146687697160883 "I"
"I_23" 0.139240506329114 "I"
"I_3" 0.595298068849706 "I"
"I_3" 0.566265060240964 "I"
"I_3" 0.561316872427983 "I"
"I_3" 0.51577287066246 "I"
"I_3" 0.446969696969697 "I"
"I_4" 0.362533692722372 "I"
"I_4" 0.344549125168237 "I"
"I_4" 0.276190476190476 "I"
"I_4" 0.25935653315824 "I"
"I_4" 0.253263707571801 "I"
"I_5" 0.521680216802168 "I"
"I_5" 0.51006711409396 "I"
"I_5" 0.455811138014528 "I"
"I_5" 0.446029776674938 "I"
"I_5" 0.415737704918033 "I"
"I_6" 0.34325637910085 "I"
"I_6" 0.335125448028674 "I"
"I_6" 0.257676098735701 "I"
"I_6" 0.241118229470006 "I"
"I_6" 0.240837696335078 "I"
"I_7" 0.51235230934479 "I"
"I_7" 0.492911668484187 "I"
"I_7" 0.417040358744394 "I"
"I_7" 0.387576552930884 "I"
"I_7" 0.387523629489603 "I"
"I_8" 0.420016406890894 "I"
"I_8" 0.413379073756432 "I"
"I_8" 0.214795587280986 "I"
"I_8" 0.212541254125412 "I"
"I_8" 0.201077199281867 "I"
"I_9" 0.352638352638353 "I"
"I_9" 0.324900133155792 "I"
"I_9" 0.319178082191781 "I"
"I_9" 0.29125138427464 "I"
"I_9" 0.281086729362591 "I"
"J_0" 0.53022056717273 "J"
"J_0" 0.514220705346985 "J"
"J_0" 0.458744015770206 "J"
"J_0" 0.451621695284819 "J"
"J_0" 0.431792559188275 "J"
"J_1" 0.440962329851219 "J"
"J_1" 0.37733610204687 "J"
"J_1" 0.354503148097454 "J"
"J_1" 0.340225563909774 "J"
"J_1" 0.339160839160839 "J"
"J_10" 0.451409927755768 "J"
"J_10" 0.448896353166986 "J"
"J_10" 0.37216416008157 "J"
"J_10" 0.3643123 "J"
"J_10" 0.363290175171363 "J"
"J_11" 0.33701009152781 "J"
"J_11" 0.333516685001833 "J"
"J_11" 0.323122898767277 "J"
"J_11" 0.31969205834684 "J"
"J_11" 0.318451845184518 "J"
"J_12" 0.272838002436053 "J"
"J_12" 0.265036351619299 "J"
"J_12" 0.265010351966874 "J"
"J_12" 0.261416280608868 "J"
"J_12" 0.259920634920635 "J"
"J_13" 0.434166917746309 "J"
"J_13" 0.389169889913716 "J"
"J_13" 0.343501326259947 "J"
"J_13" 0.334389857369255 "J"
"J_13" 0.331942633637549 "J"
"J_14" 0.527938850817079 "J"
"J_14" 0.456034690436039 "J"
"J_14" 0.444768856447688 "J"
"J_14" 0.43546551331664 "J"
"J_14" 0.410742857142857 "J"
"J_15" 0.395219566425792 "J"
"J_15" 0.361401525854761 "J"
"J_15" 0.337723919915701 "J"
"J_15" 0.332769317540891 "J"
"J_15" 0.330508474576271 "J"
"J_16" 0.393379063525201 "J"
"J_16" 0.360991068856237 "J"
"J_16" 0.337541163556531 "J"
"J_16" 0.330455894254114 "J"
"J_16" 0.328257686676428 "J"
"J_17" 0.373947051744886 "J"
"J_17" 0.340817501439263 "J"
"J_17" 0.322056473095365 "J"
"J_17" 0.31847490888702 "J"
"J_17" 0.31218872870249 "J"
"J_18" 0.405938059892501 "J"
"J_18" 0.369619000494804 "J"
"J_18" 0.355849241311796 "J"
"J_18" 0.355771567436209 "J"
"J_18" 0.352022867194371 "J"
"J_19" 0.324185631414547 "J"
"J_19" 0.308955550689731 "J"
"J_19" 0.287404162102957 "J"
"J_19" 0.28393665158371 "J"
"J_19" 0.277798718431964 "J"
"J_2" 0.461580983969044 "J"
"J_2" 0.3871975019516 "J"
"J_2" 0.357786357786358 "J"
"J_2" 0.355017650025214 "J"
"J_2" 0.350848385331144 "J"
"J_20" 0.431071620893915 "J"
"J_20" 0.418019905709796 "J"
"J_20" 0.345794392523364 "J"
"J_20" 0.342742942792905 "J"
"J_20" 0.33764832793959 "J"
"J_21" 0.485393258426966 "J"
"J_21" 0.45938780429019 "J"
"J_21" 0.43691241959426 "J"
"J_21" 0.408107492598497 "J"
"J_21" 0.385914874945151 "J"
"J_22" 0.329952153110048 "J"
"J_22" 0.323216995447648 "J"
"J_22" 0.32321504916631 "J"
"J_22" 0.319539332422409 "J"
"J_22" 0.315542191317421 "J"
"J_23" 0.361897845557976 "J"
"J_23" 0.346126677654815 "J"
"J_23" 0.32148343208251 "J"
"J_23" 0.313548387096774 "J"
"J_23" 0.313054773760554 "J"
"J_3" 0.422207592714505 "J"
"J_3" 0.420636712576202 "J"
"J_3" 0.3648886 "J"
"J_3" 0.335545023696682 "J"
"J_3" 0.333096254148886 "J"
"J_4" 0.442124375851112 "J"
"J_4" 0.435055865921788 "J"
"J_4" 0.3644578 "J"
"J_4" 0.358904785397139 "J"
"J_4" 0.355363748458693 "J"
"J_5" 0.436930720397461 "J"
"J_5" 0.405354752342704 "J"
"J_5" 0.36042600896861 "J"
"J_5" 0.356583072100313 "J"
"J_5" 0.352415026833631 "J"
"J_6" 0.450665188470066 "J"
"J_6" 0.406775067750677 "J"
"J_6" 0.346333853354134 "J"
"J_6" 0.343047460449625 "J"
"J_6" 0.342044581091468 "J"
"J_7" 0.415134370579915 "J"
"J_7" 0.410157139603735 "J"
"J_7" 0.3594771 "J"
"J_7" 0.349230381024476 "J"
"J_7" 0.342224458983392 "J"
"J_8" 0.373522458628841 "J"
"J_8" 0.365581607102208 "J"
"J_8" 0.338006230529595 "J"
"J_8" 0.330830960393476 "J"
"J_8" 0.33062468257999 "J"
"J_9" 0.439125151883353 "J"
"J_9" 0.417186749879981 "J"
"J_9" 0.399194503672116 "J"
"J_9" 0.397388423309296 "J"
"J_9" 0.396579995315062 "J"
"K_0" 0.53022056717273 "K"
"K_0" 0.439125151883353 "K"
"K_0" 0.381976446492575 "K"
"K_0" 0.364875094625284 "K"
"K_0" 0.36042600896861 "K"
"K_1" 0.440962329851219 "K"
"K_1" 0.417714744447418 "K"
"K_1" 0.389169889913716 "K"
"K_1" 0.373947051744886 "K"
"K_1" 0.369659759529291 "K"
"K_10" 0.396579995315062 "K"
"K_10" 0.390697674418605 "K"
"K_10" 0.363248934570068 "K"
"K_10" 0.356822709163347 "K"
"K_10" 0.337289029535865 "K"
"K_11" 0.393379063525201 "K"
"K_11" 0.390481064483111 "K"
"K_11" 0.361401525854761 "K"
"K_11" 0.348231827111984 "K"
"K_11" 0.347222222222222 "K"
"K_12" 0.418019905709796 "K"
"K_12" 0.393106772716317 "K"
"K_12" 0.39051703597808 "K"
"K_12" 0.376412429378531 "K"
"K_12" 0.363928801200944 "K"
"K_13" 0.485393258426966 "K"
"K_13" 0.444768856447688 "K"
"K_13" 0.376550432951088 "K"
"K_13" 0.368777801313281 "K"
"K_13" 0.339858490566038 "K"
"K_14" 0.461580983969044 "K"
"K_14" 0.436930720397461 "K"
"K_14" 0.422433175118661 "K"
"K_14" 0.406775067750677 "K"
"K_14" 0.405938059892501 "K"
"K_15" 0.451621695284819 "K"
"K_15" 0.399194503672116 "K"
"K_15" 0.372259051504334 "K"
"K_15" 0.355025125628141 "K"
"K_15" 0.349424026330225 "K"
"K_16" 0.372529397047786 "K"
"K_16" 0.360991068856237 "K"
"K_16" 0.338186631369954 "K"
"K_16" 0.334135772749157 "K"
"K_16" 0.328061085355877 "K"
"K_17" 0.45938780429019 "K"
"K_17" 0.456034690436039 "K"
"K_17" 0.377184912603496 "K"
"K_17" 0.367763431903374 "K"
"K_17" 0.34082483781279 "K"
"K_18" 0.458744015770206 "K"
"K_18" 0.367196771896511 "K"
"K_18" 0.358236057068742 "K"
"K_18" 0.352161383285303 "K"
"K_18" 0.350926879505664 "K"
"K_19" 0.43546551331664 "K"
"K_19" 0.385914874945151 "K"
"K_19" 0.363735544403229 "K"
"K_19" 0.358933545563072 "K"
"K_19" 0.330913091309131 "K"
"K_2" 0.514220705346985 "K"
"K_2" 0.417186749879981 "K"
"K_2" 0.3710499490316 "K"
"K_2" 0.35622641509434 "K"
"K_2" 0.349031216361679 "K"
"K_20" 0.395219566425792 "K"
"K_20" 0.3759765625 "K"
"K_20" 0.35105625445051 "K"
"K_20" 0.344290657439446 "K"
"K_20" 0.339675828047921 "K"
"K_21" 0.397388423309296 "K"
"K_21" 0.357084019769357 "K"
"K_21" 0.356049785758008 "K"
"K_21" 0.351675126903553 "K"
"K_21" 0.318451845184518 "K"
"K_22" 0.378149386845039 "K"
"K_22" 0.361144945188794 "K"
"K_22" 0.360879120879121 "K"
"K_22" 0.351798719929375 "K"
"K_22" 0.323207505025687 "K"
"K_23" 0.410742857142857 "K"
"K_23" 0.408107492598497 "K"
"K_23" 0.350408478692868 "K"
"K_23" 0.345118521494576 "K"
"K_23" 0.323562318191989 "K"
"K_24" 0.339213300892133 "K"
"K_24" 0.333518930957684 "K"
"K_24" 0.319009900990099 "K"
"K_24" 0.310548025928108 "K"
"K_24" 0.305175173394985 "K"
"K_3" 0.448896353166986 "K"
"K_3" 0.435055865921788 "K"
"K_3" 0.431792559188275 "K"
"K_3" 0.420636712576202 "K"
"K_3" 0.415134370579915 "K"
"K_4" 0.451409927755768 "K"
"K_4" 0.442124375851112 "K"
"K_4" 0.422207592714505 "K"
"K_4" 0.421830832789737 "K"
"K_4" 0.410157139603735 "K"
"K_5" 0.527938850817079 "K"
"K_5" 0.43691241959426 "K"
"K_5" 0.389063634164045 "K"
"K_5" 0.36404833836858 "K"
"K_5" 0.355849241311796 "K"
"K_6" 0.33701009152781 "K"
"K_6" 0.317947247706422 "K"
"K_6" 0.316753926701571 "K"
"K_6" 0.31353048940068 "K"
"K_6" 0.299895233106338 "K"
"K_7" 0.431071620893915 "K"
"K_7" 0.396852716990411 "K"
"K_7" 0.395184824902724 "K"
"K_7" 0.373804971319312 "K"
"K_7" 0.363290175171363 "K"
"K_8" 0.450665188470066 "K"
"K_8" 0.405354752342704 "K"
"K_8" 0.403032526290046 "K"
"K_8" 0.3871975019516 "K"
"K_8" 0.372098531501658 "K"
"K_9" 0.434166917746309 "K"
"K_9" 0.414807035967445 "K"
"K_9" 0.37733610204687 "K"
"K_9" 0.370156014091595 "K"
"K_9" 0.366216525520714 "K"
"L_0" 0.204152249134948 "L"
"L_0" 0.158034528552457 "L"
"L_0" 0.122857142857143 "L"
"L_0" 0.120383036935704 "L"
"L_0" 0.116329479768786 "L"
"L_1" 0.286527514231499 "L"
"L_1" 0.214793741109531 "L"
"L_1" 0.183841714756801 "L"
"L_1" 0.183720930232558 "L"
"L_1" 0.181619256017505 "L"
"L_10" 0.22962962962963 "L"
"L_10" 0.183098591549296 "L"
"L_10" 0.161243673174259 "L"
"L_10" 0.159877017678709 "L"
"L_10" 0.159869494290375 "L"
"L_11" 0.257352941176471 "L"
"L_11" 0.157983193277311 "L"
"L_11" 0.144212523719165 "L"
"L_11" 0.138513513513513 "L"
"L_11" 0.112745098039216 "L"
"L_12" 0.339622641509434 "L"
"L_12" 0.299379982285208 "L"
"L_12" 0.296918767507003 "L"
"L_12" 0.2818853974122 "L"
"L_12" 0.271266540642722 "L"
"L_13" 0.207001522070015 "L"
"L_13" 0.16195856873823 "L"
"L_13" 0.152416356877323 "L"
"L_13" 0.148003132341425 "L"
"L_13" 0.14756671899529 "L"
"L_14" 0.26027397260274 "L"
"L_14" 0.256599788806758 "L"
"L_14" 0.248417721518987 "L"
"L_14" 0.238329238329238 "L"
"L_14" 0.237001209189843 "L"
"L_15" 0.269970414201183 "L"
"L_15" 0.266372332597498 "L"
"L_15" 0.24904214559387 "L"
"L_15" 0.243353783231084 "L"
"L_15" 0.243112947658402 "L"
"L_16" 0.24188790560472 "L"
"L_16" 0.133037694013304 "L"
"L_16" 0.130681818181818 "L"
"L_16" 0.0953757225433526 "L"
"L_16" 0.0926829268292683 "L"
"L_17" 0.181818181818182 "L"
"L_17" 0.178913738019169 "L"
"L_17" 0.176602086438152 "L"
"L_17" 0.169853768278965 "L"
"L_17" 0.166969147005445 "L"
"L_18" 0.300680272108844 "L"
"L_18" 0.273447820343461 "L"
"L_18" 0.26 "L"
"L_18" 0.177446102819237 "L"
"L_18" 0.1681185 "L"
"L_19" 0.269364161849711 "L"
"L_19" 0.251968503937008 "L"
"L_19" 0.246231155778894 "L"
"L_19" 0.217937219730942 "L"
"L_19" 0.209078404401651 "L"
"L_2" 0.20891364902507 "L"
"L_2" 0.197334320621992 "L"
"L_2" 0.193425076452599 "L"
"L_2" 0.19147224456959 "L"
"L_2" 0.187414500683995 "L"
"L_20" 0.2859450726979 "L"
"L_20" 0.279251170046802 "L"
"L_20" 0.271428571428571 "L"
"L_20" 0.16125 "L"
"L_20" 0.1588287 "L"
"L_21" 0.287024901703801 "L"
"L_21" 0.278375149342891 "L"
"L_21" 0.278048780487805 "L"
"L_21" 0.273869346733668 "L"
"L_21" 0.234817813765182 "L"
"L_22" 0.202258726899384 "L"
"L_22" 0.194285714285714 "L"
"L_22" 0.194055944055944 "L"
"L_22" 0.186367558239862 "L"
"L_22" 0.163513513513513 "L"
"L_23" 0.253731343283582 "L"
"L_23" 0.237254901960784 "L"
"L_23" 0.234836702954899 "L"
"L_23" 0.231137724550898 "L"
"L_23" 0.223354958294717 "L"
"L_24" 0.311572700296736 "L"
"L_24" 0.292286874154262 "L"
"L_24" 0.212224108658744 "L"
"L_24" 0.145790554414784 "L"
"L_24" 0.13829436944353 "L"
"L_3" 0.237096774193548 "L"
"L_3" 0.21119773210489 "L"
"L_3" 0.206870799103809 "L"
"L_3" 0.204783258594918 "L"
"L_3" 0.20280612244898 "L"
"L_4" 0.2234375 "L"
"L_4" 0.204365079365079 "L"
"L_4" 0.142490372272144 "L"
"L_4" 0.141456582633053 "L"
"L_4" 0.136200716845878 "L"
"L_5" 0.281407035175879 "L"
"L_5" 0.26502311248074 "L"
"L_5" 0.25187969924812 "L"
"L_5" 0.246489859594384 "L"
"L_5" 0.235655737704918 "L"
"L_6" 0.203821656050955 "L"
"L_6" 0.17007874015748 "L"
"L_6" 0.113559322033898 "L"
"L_6" 0.112359550561798 "L"
"L_6" 0.108726752503577 "L"
"L_7" 0.17381974248927 "L"
"L_7" 0.135472370766488 "L"
"L_7" 0.133228840125392 "L"
"L_7" 0.128953771289538 "L"
"L_7" 0.127625201938611 "L"
"L_8" 0.302288871349645 "L"
"L_8" 0.299528301886792 "L"
"L_8" 0.298530549110595 "L"
"L_8" 0.287471176018447 "L"
"L_8" 0.286253776435045 "L"
"L_9" 0.331983805668016 "L"
"L_9" 0.255274261603376 "L"
"L_9" 0.253902185223725 "L"
"L_9" 0.216398985629755 "L"
"L_9" 0.214942528735632 "L"
"M_0" 0.655410062026189 "M"
"M_0" 0.643292682926829 "M"
"M_0" 0.593220338983051 "M"
"M_0" 0.549180327868853 "M"
"M_0" 0.531058020477816 "M"
"M_1" 0.468783068783069 "M"
"M_1" 0.362533692722372 "M"
"M_1" 0.339622641509434 "M"
"M_1" 0.337767923133777 "M"
"M_1" 0.335125448028674 "M"
"M_10" 0.678571428571429 "M"
"M_10" 0.596153846153846 "M"
"M_10" 0.573559322033898 "M"
"M_10" 0.564827586206896 "M"
"M_10" 0.51006711409396 "M"
"M_11" 0.535150645624103 "M"
"M_11" 0.246546227417641 "M"
"M_11" 0.200321802091714 "M"
"M_11" 0.191608391608392 "M"
"M_11" 0.175352544451257 "M"
"M_12" 0.658798283261802 "M"
"M_12" 0.5625 "M"
"M_12" 0.540119760479042 "M"
"M_12" 0.448775055679287 "M"
"M_12" 0.419087136929461 "M"
"M_13" 0.528813559322034 "M"
"M_13" 0.423366834170854 "M"
"M_13" 0.379943502824859 "M"
"M_13" 0.368817204301075 "M"
"M_13" 0.352638352638353 "M"
"M_14" 0.590094836670179 "M"
"M_14" 0.489177489177489 "M"
"M_14" 0.447945205479452 "M"
"M_14" 0.339449541284404 "M"
"M_14" 0.338447653429603 "M"
"M_15" 0.629669156883671 "M"
"M_15" 0.420016406890894 "M"
"M_15" 0.269030239833159 "M"
"M_15" 0.244379985496737 "M"
"M_15" 0.233609645817634 "M"
"M_16" 0.641275465013286 "M"
"M_16" 0.63147792706334 "M"
"M_16" 0.514312096029547 "M"
"M_16" 0.407629 "M"
"M_16" 0.33641975308642 "M"
"M_17" 0.696524064171123 "M"
"M_17" 0.492911668484187 "M"
"M_17" 0.440366972477064 "M"
"M_17" 0.370265151515151 "M"
"M_17" 0.366251944012442 "M"
"M_18" 0.498945147679325 "M"
"M_18" 0.473130841121495 "M"
"M_18" 0.465897166841553 "M"
"M_18" 0.363723608445297 "M"
"M_18" 0.284246575342466 "M"
"M_19" 0.397784491440081 "M"
"M_19" 0.394974874371859 "M"
"M_19" 0.392290249433107 "M"
"M_19" 0.328140214216164 "M"
"M_19" 0.32624867162593 "M"
"M_2" 0.593556381660471 "M"
"M_2" 0.296918767507003 "M"
"M_2" 0.253263707571801 "M"
"M_2" 0.250366032210834 "M"
"M_2" 0.240837696335078 "M"
"M_20" 0.634 "M"
"M_20" 0.541785105173394 "M"
"M_20" 0.471647765176784 "M"
"M_20" 0.394927536231884 "M"
"M_20" 0.382378472222222 "M"
"M_21" 0.667125171939477 "M"
"M_21" 0.638121546961326 "M"
"M_21" 0.569164265129683 "M"
"M_21" 0.558139534883721 "M"
"M_21" 0.486220472440945 "M"
"M_22" 0.551094890510949 "M"
"M_22" 0.475915221579961 "M"
"M_22" 0.355795148247978 "M"
"M_22" 0.316221765913758 "M"
"M_22" 0.315724815724816 "M"
"M_23" 0.667304015296367 "M"
"M_23" 0.5072 "M"
"M_23" 0.2859450726979 "M"
"M_23" 0.2562442 "M"
"M_23" 0.226076555023923 "M"
"M_24" 0.507314218841428 "M"
"M_24" 0.46817895400126 "M"
"M_24" 0.464886825304701 "M"
"M_24" 0.434569247546347 "M"
"M_24" 0.422601530311948 "M"
"M_25" 0.674725274725275 "M"
"M_25" 0.435073627844712 "M"
"M_25" 0.407894736842105 "M"
"M_25" 0.406403940886699 "M"
"M_25" 0.332207207207207 "M"
"M_26" 0.743682310469314 "M"
"M_26" 0.443413729128015 "M"
"M_26" 0.403846153846154 "M"
"M_26" 0.392605633802817 "M"
"M_26" 0.330977620730271 "M"
"M_27" 0.628775834658187 "M"
"M_27" 0.576247364722417 "M"
"M_27" 0.536144578313253 "M"
"M_27" 0.491116751269035 "M"
"M_27" 0.48024948024948 "M"
"M_28" 0.656652360515021 "M"
"M_28" 0.527624309392265 "M"
"M_28" 0.273447820343461 "M"
"M_28" 0.260978670012547 "M"
"M_28" 0.2582278 "M"
"M_29" 0.48705388383485 "M"
"M_29" 0.452064380685794 "M"
"M_29" 0.449205252246026 "M"
"M_29" 0.446969696969697 "M"
"M_29" 0.381851681252879 "M"
"M_3" 0.485639686684073 "M"
"M_3" 0.25989847715736 "M"
"M_3" 0.217798594847775 "M"
"M_3" 0.21203830369357 "M"
"M_3" 0.18436754176611 "M"
"M_30" 0.238297872340425 "M"
"M_30" 0.191387559808612 "M"
"M_30" 0.175824175824176 "M"
"M_30" 0.172972972972973 "M"
"M_30" 0.170984455958549 "M"
"M_31" 0.380078636959371 "M"
"M_31" 0.244348762109795 "M"
"M_31" 0.207587687902649 "M"
"M_31" 0.200162733930024 "M"
"M_31" 0.18601747815231 "M"
"M_32" 0.661172161172161 "M"
"M_32" 0.364754098360656 "M"
"M_32" 0.311572700296736 "M"
"M_32" 0.116904276985743 "M"
"M_32" 0.112917023096664 "M"
"M_33" 0.382828282828283 "M"
"M_33" 0.354368932038835 "M"
"M_33" 0.336030204962244 "M"
"M_33" 0.327272727272727 "M"
"M_33" 0.310667498440424 "M"
"M_34" 0.262326169405815 "M"
"M_34" 0.258421317244847 "M"
"M_34" 0.248915871639202 "M"
"M_34" 0.232981220657277 "M"
"M_34" 0.224467504096122 "M"
"M_35" 0.419825072886297 "M"
"M_35" 0.182692307692308 "M"
"M_35" 0.1486842 "M"
"M_35" 0.136294027565084 "M"
"M_35" 0.133768352365416 "M"
"M_36" 0.338443396226415 "M"
"M_36" 0.178060413354531 "M"
"M_36" 0.175652173913043 "M"
"M_36" 0.167680865449628 "M"
"M_36" 0.147810218978102 "M"
"M_4" 0.433098591549296 "M"
"M_4" 0.319178082191781 "M"
"M_4" 0.311166875784191 "M"
"M_4" 0.292151162790698 "M"
"M_4" 0.287024901703801 "M"
"M_5" 0.722869955156951 "M"
"M_5" 0.707116788321168 "M"
"M_5" 0.657618213660245 "M"
"M_5" 0.561316872427983 "M"
"M_5" 0.477735368956743 "M"
"M_6" 0.428571428571429 "M"
"M_6" 0.394160583941606 "M"
"M_6" 0.343409915356711 "M"
"M_6" 0.2858837485172 "M"
"M_6" 0.282430213464696 "M"
"M_7" 0.445867287543655 "M"
"M_7" 0.276190476190476 "M"
"M_7" 0.271266540642722 "M"
"M_7" 0.257676098735701 "M"
"M_7" 0.251127819548872 "M"
"M_8" 0.569942797711908 "M"
"M_8" 0.479366873940079 "M"
"M_8" 0.471060171919771 "M"
"M_8" 0.441188609162196 "M"
"M_8" 0.420186505759737 "M"
"M_9" 0.537767756482525 "M"
"M_9" 0.344549125168237 "M"
"M_9" 0.34325637910085 "M"
"M_9" 0.31420161883738 "M"
"M_9" 0.299379982285208 "M"
"N_0" 0.528813559322034 "N"
"N_0" 0.433098591549296 "N"
"N_0" 0.428571428571429 "N"
"N_0" 0.380809595202399 "N"
"N_0" 0.350813743218806 "N"
"N_1" 0.643292682926829 "N"
"N_1" 0.628775834658187 "N"
"N_1" 0.596153846153846 "N"
"N_1" 0.569164265129683 "N"
"N_1" 0.46817895400126 "N"
"N_10" 0.722869955156951 "N"
"N_10" 0.566265060240964 "N"
"N_10" 0.48705388383485 "N"
"N_10" 0.479366873940079 "N"
"N_10" 0.406219151036525 "N"
"N_11" 0.638121546961326 "N"
"N_11" 0.593220338983051 "N"
"N_11" 0.576247364722417 "N"
"N_11" 0.564827586206896 "N"
"N_11" 0.464886825304701 "N"
"N_12" 0.593556381660471 "N"
"N_12" 0.537767756482525 "N"
"N_12" 0.535150645624103 "N"
"N_12" 0.485639686684073 "N"
"N_12" 0.468783068783069 "N"
"N_13" 0.397784491440081 "N"
"N_13" 0.368817204301075 "N"
"N_13" 0.363723608445297 "N"
"N_13" 0.306599832915622 "N"
"N_13" 0.265426052889324 "N"
"N_14" 0.63147792706334 "N"
"N_14" 0.543636363636363 "N"
"N_14" 0.4674735 "N"
"N_14" 0.372093023255814 "N"
"N_14" 0.346248969497115 "N"
"N_15" 0.656652360515021 "N"
"N_15" 0.48771021992238 "N"
"N_15" 0.26 "N"
"N_15" 0.2510187 "N"
"N_15" 0.243466299862448 "N"
"N_16" 0.641275465013286 "N"
"N_16" 0.450626959247649 "N"
"N_16" 0.4170616 "N"
"N_16" 0.327756653992395 "N"
"N_16" 0.282124910265614 "N"
"N_17" 0.743682310469314 "N"
"N_17" 0.489177489177489 "N"
"N_17" 0.435368043087971 "N"
"N_17" 0.407894736842105 "N"
"N_17" 0.368869936034115 "N"
"N_18" 0.551094890510949 "N"
"N_18" 0.322966507177034 "N"
"N_18" 0.320375335120643 "N"
"N_18" 0.318930041152263 "N"
"N_18" 0.297898640296663 "N"
"N_19" 0.657618213660245 "N"
"N_19" 0.51577287066246 "N"
"N_19" 0.449205252246026 "N"
"N_19" 0.420186505759737 "N"
"N_19" 0.345896946564885 "N"
"N_2" 0.667125171939477 "N"
"N_2" 0.655410062026189 "N"
"N_2" 0.573559322033898 "N"
"N_2" 0.536144578313253 "N"
"N_2" 0.507314218841428 "N"
"N_20" 0.5625 "N"
"N_20" 0.401701323251418 "N"
"N_20" 0.390900649953575 "N"
"N_20" 0.3462017 "N"
"N_20" 0.33641975308642 "N"
"N_21" 0.569942797711908 "N"
"N_21" 0.541785105173394 "N"
"N_21" 0.477735368956743 "N"
"N_21" 0.461123595505618 "N"
