"" "Adipo_0" "Adipo_1" "Adipo_2" "Adipo_3" "Adipo_4" "Adipo_5" "Adipo_6" "Adipo_7" "Adipo_8" "Adipo_9" "Endo_0" "Endo_1" "Endo_10" "Endo_11" "Endo_2" "Endo_3" "Endo_4" "Endo_5" "Endo_6" "Endo_7" "Endo_8" "Endo_9" "FAP_0" "FAP_1" "FAP_10" "FAP_11" "FAP_12" "FAP_13" "FAP_2" "FAP_3" "FAP_4" "FAP_5" "FAP_6" "FAP_7" "FAP_8" "FAP_9" "Immune_0" "Immune_1" "Immune_10" "Immune_11" "Immune_12" "Immune_13" "Immune_14" "Immune_15" "Immune_16" "Immune_17" "Immune_18" "Immune_2" "Immune_3" "Immune_4" "Immune_5" "Immune_6" "Immune_7" "Immune_8" "Immune_9" "Myeloid_0" "Myeloid_1" "Myeloid_10" "Myeloid_11" "Myeloid_12" "Myeloid_13" "Myeloid_14" "Myeloid_15" "Myeloid_2" "Myeloid_3" "Myeloid_4" "Myeloid_5" "Myeloid_6" "Myeloid_7" "Myeloid_8" "Myeloid_9" "Tcell_0" "Tcell_1" "Tcell_10" "Tcell_2" "Tcell_3" "Tcell_4" "Tcell_5" "Tcell_6" "Tcell_7" "Tcell_8" "Tcell_9"
"ID001_5794_OM" -3.43364898646585 -2.13709006609955 2.41334315815247 -7.93556462288708 5.54376451283318 -3.73187647876919 -0.315189862187698 -2.95113291133439 -5.00922802810738 -5.66257302290677 -3.67399501055538 -6.06318103738878 1.1604333719425 -1.05825136371616 -2.44574615031515 -6.0567945616569 -2.7697799521896 -4.64978382498125 1.42294058246588 3.04488772489232 2.1171719066535 -1.83968681124475 -1.90800513302245 -1.51123784795534 -1.60041304746451 -4.22630685207943 -5.78869848303138 0.271413446579841 -1.03894791727756 -9.82974028827744 2.36919857701796 -3.26681490511501 2.11035908370631 6.79337357193081 -1.46073739250667 0.0590556442344486 0.885718998144586 0.862915538731333 -1.99053320308462 4.78605537048815 -8.26792307227686 -3.7005609660284 -0.0255842093706061 -2.22163862989088 0.245107201078956 -1.63843206944334 -1.11056413829964 -1.6953109063588 -7.99302188441677 -2.48697534956475 -6.13531063032418 -2.88682352416052 -9.68589282254825 0.33479949650978 -2.65622170159429 1.71792348201208 0.669860155760464 -1.45228166586574 0.421259077504584 2.09011692281295 -7.25058857952546 -7.5243746241043 -9.22378390889181 -2.84493346879587 -4.92804717816558 -2.18537945828142 -6.79102226507443 -6.41937672189903 -1.79315951774408 1.91570259257509 -5.05248834274203 -0.0610604839254947 -1.68792787852528 -0.955323782304209 -4.55271256978072 -2.14166027050025 2.75043448762321 -2.62136582433406 -4.8227498342474 -1.77138936978983 1.12206725186196 -2.56821228169207
"ID002_5794_SC" 3.40628986703855 2.40052474511961 -1.14024326476614 9.29120138483322 -5.5858078684641 6.18088362913131 1.23069966500964 2.14109138715716 6.55569988763309 6.43475498310622 7.70503390114718 6.99503147397352 -1.02556066190287 0.0890991041089544 2.17680478027125 9.10798258020649 2.65626182215744 6.72840232234483 -3.68691142828503 -3.16752221404325 -2.31370080609533 3.77718083432047 3.32633625073842 1.81558881524398 3.32719588445696 5.41562780872703 8.10746780369298 -1.5719332088422 0.0521839594051584 11.6781150781715 -3.60007099114957 3.36491529320503 -1.80010311783638 -7.23678920547267 2.41664920150084 -2.38063360294853 1.11065787406162 -0.278557224652529 1.39063985002113 -5.68329074235462 11.9361779297239 7.44892610497549 1.94995066842488 2.28342844221727 -1.60288063242317 2.19421098102609 -1.6638116054003 -1.57697195357092 15.2258465120935 1.8297322581291 8.29169059225894 3.48199569191041 14.5210803710909 3.82584762869186 5.0065073977808 -1.94232152395305 -1.42159947071932 5.13833310187178 1.40529606543201 -1.79776325840744 8.03256333480909 9.65559554457797 14.1265331809901 5.96168293121398 5.921030419132 1.69668896900891 8.92273236143909 10.1694620450558 0.550174474541705 -2.57998907133152 8.47737756167501 -1.66671375047354 3.95207202929303 2.57988030526543 6.66787116747682 0.856479252893452 -0.292641275799239 2.60735111413376 11.5535172002636 2.83266113327817 -1.13772197939477 5.41391859050455
"ID003_5803_OM" -1.85145080515479 -0.468643161348215 1.05291606438423 -3.38931201226839 1.12830401462057 0.236170152833347 0.750827705821309 -0.409747288566895 2.56184237537045 -1.00091735643761 -0.286166110218281 -1.58667095852218 1.29726378543513 -0.30881254860333 -0.924114732887692 -2.01348774046258 -0.166159730069793 -1.18019558584074 1.50253949689501 0.648962764297755 -0.177804869662504 -1.78484513315939 -1.23973728926755 -0.36410150729712 3.28826478305778 -3.27331981091411 -0.455945323707617 -0.741207074316868 -0.650581160675268 -2.85527669813861 -0.0342410617837678 -0.54976957990365 3.67136497668934 -0.141076100265876 -0.386298131657398 0.139806645089275 0.922157462214717 0.754233837834058 -4.44980299615287 0.53950675610227 -4.33236084443442 -2.09949685694156 -1.20094762846322 -1.6254133998121 0.121009355672799 -1.9150853017444 -0.412639254440784 -0.385374249175127 -3.98103144787722 -1.60778830961255 -4.93261741652383 -1.18182181709051 -5.57503569067919 1.60308379110066 -2.75313632249515 -1.24187537142798 -0.975567546151778 -1.66682234695034 -0.900786920491465 1.10324793473126 -2.18497353832652 -3.72080762657745 -3.99271838981148 -0.211699990501706 -4.18261554197767 -1.2211368867487 -4.40398707399055 -4.06504527528507 -2.90216572893935 0.0635434762415193 -1.65745612258689 0.509452807970008 -0.774248107987114 -1.56474471900608 -3.2492655190595 -1.23812761958319 1.73734435847573 -1.25354588618069 -1.76300385010547 -0.39608893738836 1.35468642921269 -0.250292949551007
"ID004_5803_SC" 6.38741483252536 1.87644945637931 -1.54256899263704 8.43967942285015 -3.75962754263301 5.43690675822927 1.90403559495844 1.81581659109651 9.31163816566184 8.97413894977396 6.92096165187257 5.73039216593613 -1.03432421875297 -0.314714612145238 2.35496912853484 6.73476509238573 4.18891168078745 6.97712205838023 -3.28270486840414 -3.77418014298866 -2.12789477174748 0.737405085515459 2.39543721213389 1.17052848453295 6.42232670495157 0.551556384015896 7.95211181245676 -2.21727586320994 0.50352610189492 8.16780568625332 -2.83561989470016 6.07419118772653 0.813010750279862 -6.90468535599179 1.60963685494874 -1.48458183142857 1.56552799115063 -0.595555806268581 -2.27689667726601 -5.12873174072389 7.50827794271718 1.96612132086102 0.378249428214205 1.87814159503077 -3.13269348899159 0.256673572036664 -0.749828959785838 -2.77671314115818 3.95696474271583 0.530012985102048 1.70838799433908 0.931011629173765 3.4998545403586 6.32716979648926 1.17759388216137 -1.82568814111635 -1.13095389874008 0.325734877366558 0.22503535282454 -0.943001276176998 4.66903682370211 2.68404699680809 3.5516351540857 0.480411004170885 0.944441860052081 1.21323159777991 0.876223478724775 3.06360687656198 -0.954283618063721 -2.68136238221922 5.80312824717548 -2.28830095975341 1.28464722889864 0.293270959637956 1.54630266506881 0.577296493626763 -0.211070147403536 1.12988346951226 6.86391977697201 0.364293796078919 -2.3096553024713 3.86778961431124
"ID005_5810_OM" -4.13374417249976 -1.60246986712093 -0.143211568277204 -6.48994398266509 2.91621061550526 -7.94888577438984 -1.50038116070468 -1.62276481216599 -7.28214407838835 -6.56604051847804 -3.32692574082096 -5.30799695345225 -0.398640522638882 0.243406721905347 -1.48976479096268 -6.67443429405518 -2.40457938562099 -4.70226805992598 2.61267355387823 2.65849012391109 1.88260207429316 -0.126127218794997 -2.37526252698796 -1.37212897310861 -3.9623533975179 -0.975262091741565 -5.70278535209653 1.99214105373979 0.349979705091936 -4.99570748862894 1.5000158636723 -3.45579343054304 0.202359889586557 4.73240909688662 -3.46843916637486 5.09767893878331 -2.74829963051857 -0.896692957395151 1.5798191592678 4.20382915034185 -8.35790917526726 -2.78646641392678 2.44983692674612 -1.40482597836139 1.97652941307 -0.0926118436179551 -0.294037210165047 1.38619507732274 -3.44938611279446 0.0957772092176932 -2.60738437170002 -0.857787627162334 -5.5039938273354 -4.7256754795354 -3.36434127460319 1.9199913778236 1.494987457032 -1.31776299845949 1.86582119494115 1.34202528235591 -6.7425620217148 -2.69787879396622 -4.19763426690789 0.175567521339409 -2.32192042178426 -0.245201798091429 -3.11993439586931 -6.41877959650595 0.294935673281086 2.20526501349451 -5.89183846907899 0.655523855978433 -1.56716616406399 1.16060970393414 -3.21226448685517 0.60569428513182 -1.84895687777939 -0.276313484279848 -10.4988772917793 -1.23758047938255 1.98809038347974 -3.90166489795372
"ID006_5810_SC" 3.52357682843137 2.17528551475017 -0.790415357962635 8.2955433269728 -3.93628456357965 4.75413764102893 0.834882222396893 1.521714640217 7.39231156519996 5.84273549537878 2.04691124526221 5.28740860540486 -0.775042346822631 0.0349483966073491 2.66928154799362 5.37877561061195 3.83540076458856 4.98901957909509 -3.81635643412706 -3.21683821221004 -2.0371686911012 2.91580910110118 1.28309160521879 1.64671515696571 3.27678428190183 3.59825433815384 8.20911939725016 -1.49795165841064 -0.975567012794423 12.021185434173 -2.22691495879289 5.62985595996016 2.01563281630714 -6.46001041072453 2.61330822460152 -3.1266730417083 0.406015309458367 -0.102182994188059 1.43273883242709 -5.15432625382661 10.400333216498 7.57691734467275 1.14343778358871 2.46753929114786 -1.0816785433885 -0.000472214464265458 -2.01449579115149 -0.709584130103696 11.2406437121051 2.6654392197517 4.08763902658682 3.50567095083566 10.6348219228461 0.733351654186238 4.53016686425996 -0.86091150211788 -1.15079352006912 4.68093332854283 0.887506134496981 -1.49212805384433 7.05254294222647 7.26609614511931 10.0043434535562 3.82880469324502 2.43863060388 1.57059435705028 5.77420374784706 7.39964669133336 1.44249529370885 -2.64139267361455 6.03246103171427 -0.561406538584334 2.19613729005387 0.705088262055473 5.40753950298347 1.75131566758852 -0.506368709276612 3.12170266557587 10.0010529488884 0.732798357905137 -0.615465579059013 3.64586910092761
"ID007_5811_OM" -7.25575515092675 -2.8721911803948 2.63115539054102 -10.4837325134354 5.53907950832784 -10.7633408817728 -1.71029128250955 -1.59915646297773 -13.2476992682069 -13.8649068517971 -5.24600560720325 -7.19218238311133 0.731866539936579 -0.170994323774071 -2.49794095227293 -10.5623420927055 -3.58041400406602 -7.29150255892181 2.15058878934714 3.03273538641212 2.00693802787009 -4.83598173307607 -4.29703740877191 -1.43502079792771 -6.80920378099688 -5.08786572204078 -9.53230524745735 2.03014431189066 0.350263902422511 -11.3860679318154 2.02589603273295 -4.94723364443006 -1.56037487766186 5.33112949360393 -5.81434336764271 5.08652871276641 -4.98798680009124 -0.14546103713806 -1.65565109361929 5.04896092943648 -11.7405482025296 -4.90309464053873 -3.4142155974555 -3.82354292908278 3.12758158390173 0.206481547356858 -0.476094266815895 1.973744235489 -11.5084683987404 -1.94862620098957 -7.38435560972797 -1.53043544941872 -10.4866935804931 -7.39185521755496 -4.3631478909908 0.783226120210845 -0.722815412615973 -1.6724720966313 -2.907607745337 2.24571546679816 -12.0055910066527 -6.9808265278141 -9.91592756309077 -3.46248594428934 -6.2703352619505 -1.12902411150023 -5.25345617939942 -8.84654576498976 -0.45273276471003 2.41237890038921 -8.25651874339672 1.48728066256794 -3.11172331317149 -4.85721525430739 -5.86543023102444 -1.93841742272059 1.36753947399943 -2.27635249379162 -14.064409391215 -3.05498744622766 2.50464226243597 -5.93234223127051
"ID008_5811_SC" -0.444908112540742 0.254285744492791 -0.366818772237206 6.39734802527045 -4.95719343911317 0.419008595993408 0.596809140950446 1.38529926968398 2.21171811296002 -0.470751772800715 3.73321460446829 2.72064951684664 -1.94445696117951 -0.70193569314749 2.4359605992262 2.05591336741423 1.02050899854066 3.90452476395856 -2.11834259147404 -2.46483771587424 -2.46608464999036 3.67901752009156 1.27513183336887 1.6687545315245 -0.988188055550875 3.85656478463068 4.34507459757601 -1.02475097173803 0.892483499874547 10.5225062199192 -3.5881746131732 3.61083232256342 -0.556420147600561 -7.02311158468412 0.159140692169898 -0.785178063510203 -0.685225289737475 -0.682608553680149 4.8192843051731 -5.16823383275666 6.61998908865946 8.43164456501577 3.0698618572706 1.85407054964952 -0.425679654874386 1.498316156406 -1.24086139448183 -0.336264381623308 14.8756941077312 0.0407725316266689 4.59815296958573 2.24728832036168 11.8515373495798 -1.32451526626182 4.05203503948026 -0.492522754857525 -0.309588390896973 6.06482255163048 2.31683954888846 -1.15654140583733 4.15233605891427 6.00287749032342 6.90583365158894 5.77882724567608 2.20974861395012 0.332365184618289 8.78943545319474 6.46606635260997 2.15105696134766 -2.37509686993223 4.18768278777564 -1.56605960327786 1.92784664332579 3.86659070825871 4.10436833953823 0.750733690977556 -1.34010959865363 1.68102827069313 7.07839560625415 -0.0767668624063283 -1.4049001381364 1.79914216235719
"ID009b_5828_OM" -5.48730410805922 -2.54072814951019 1.58786258796746 -10.112388416748 6.01919258035247 -4.6290633445456 -2.67640630727193 -3.74013340059156 -8.5222413427041 -8.59331710145018 -7.16459782188874 -7.84924226969158 1.35520585503965 -0.295963788778939 -3.15128651159249 -8.9301465479867 -3.70952596817361 -6.46999370767044 2.61087992090854 3.30462338917674 3.79083615652951 -2.81808298962943 -3.08906891410379 -1.27960065930961 -5.16571167520249 -4.00127822450681 -8.38364563662173 0.490809013868542 -0.315468795909744 -6.55711442996418 3.98752839076315 -5.32885781455719 0.266330930992378 7.92575776880625 -1.83214201229615 1.2088048980366 -0.494780805339703 0.854279595972473 -1.19018632148094 7.40785183484938 -8.56095715885167 -3.96129317988731 -2.1105894513053 -3.44082563673545 1.04554622887947 -1.44755762978165 -0.546254782273124 -0.47915604070729 -6.59331075736441 -1.54351651704512 -5.35236157384177 -1.53005632523435 -9.68351364295089 -5.85655073614585 -2.6691033254108 1.33887738694219 0.45257508724201 -1.4111786083935 -1.5138595435344 2.59294304041131 -8.1551392536398 -4.85748101810851 -6.59038342904112 -1.96155085890552 -3.99910506654026 -1.99567288428678 -6.98093100846164 -5.85722751847427 -0.590830575800393 3.54945055066582 -6.58326258942307 -0.2675221062715 -0.932909038535134 -3.72192071280254 -3.97037985263173 -1.66738943106111 3.06250437415738 -1.99646546251314 -10.2023753801109 -0.448180477700197 1.99651802578342 -4.48865292609494
"ID010_5828_SC" 1.78372974809994 0.339445945925007 -0.863284565418128 8.44273612889555 -3.62571978082887 4.18543609014955 -0.710805174381435 2.01291558576459 3.51194329109289 3.58856639868165 3.01411664610904 5.71593337169066 -1.96839172549652 -0.503957709607486 3.17729468689801 7.03768238321594 1.88351714257548 3.52400723875378 -3.35538365262292 -1.74548770287248 -2.26503171985211 4.28178264362943 1.91939038301901 1.47381758575087 1.38285894736691 5.47440034800173 4.8362203552296 -2.23480925860005 -0.103720358039917 7.98664002196256 -2.11605506920408 4.16730578513462 -0.676514329727111 -5.84509943355792 2.56134928065192 -3.07940480956973 0.720980940115622 -0.54186835983642 3.29473978424538 -5.12397826279581 10.6231693306571 9.37098928685177 0.240810737703572 2.13399463996956 -2.25993837179208 -0.439558336555594 -1.53479459774162 -1.7177148424337 14.7996822000809 0.951421285135558 6.51957983902794 4.12227961452702 12.2786064993998 -0.256952604601179 7.09632812186223 -0.558842342247022 -0.111737257978106 5.76264342582356 -0.192718803169944 -1.56340713334618 7.31245923163362 6.22022773117352 8.74340507411626 4.60169811595244 5.02099887231606 0.608770769418089 8.41057849780012 10.8607568326732 2.40464487387645 -2.49541606551523 5.79077780978876 -0.958394999787498 2.42506697863976 1.2091784286273 4.11825573187009 1.13002086752928 -0.107405628217188 2.72059240636509 10.0766833276225 0.15868180165178 -1.44421871014787 4.20592717051939
